number,year,count,date,date,month,decade,season,monthname
291,1978,33,28716,8/14/78,8,1970,Summer,August
91,1978,34,28723,8/21/78,8,1970,Summer,August
160,1978,35,28730,8/28/78,8,1970,Summer,August
155,1978,36,28737,9/4/78,9,1970,Autumn,September
190,1978,37,28744,9/11/78,9,1970,Autumn,September
84,1978,38,28751,9/18/78,9,1970,Autumn,September
89,1978,39,28758,9/25/78,9,1970,Autumn,September
167,1978,40,28765,10/2/78,10,1970,Autumn,October
104,1978,41,28772,10/9/78,10,1970,Autumn,October
158,1978,42,28779,10/16/78,10,1970,Autumn,October
125,1978,43,28786,10/23/78,10,1970,Autumn,October
167,1978,44,28793,10/30/78,10,1970,Autumn,October
176,1978,45,28800,11/6/78,11,1970,Autumn ,November
398,1978,46,28807,11/13/78,11,1970,Autumn ,November
194,1978,47,28814,11/20/78,11,1970,Autumn ,November
280,1978,48,28821,11/27/78,11,1970,Autumn ,November
272,1978,49,28828,12/4/78,12,1970,Winter,December
187,1978,50,28835,12/11/78,12,1970,Winter,December
272,1978,51,28842,12/18/78,12,1970,Winter,December
176,1978,52,28849,12/25/78,12,1970,Winter,December
118,1979,1,28856,1/1/79,1,1970,Winter,January
66,1979,2,28863,1/8/79,1,1970,Winter,January
171,1979,3,28870,1/15/79,1,1970,Winter,January
95,1979,4,28877,1/22/79,1,1970,Winter,January
317,1979,5,28884,1/29/79,1,1970,Winter,January
209,1979,6,28891,2/5/79,2,1970,Winter,February
200,1979,7,28898,2/12/79,2,1970,Winter,February
284,1979,8,28905,2/19/79,2,1970,Winter,February
398,1979,9,28912,2/26/79,2,1970,Winter,February
390,1979,10,28919,3/5/79,3,1970,Spring,March
324,1979,11,28926,3/12/79,3,1970,Spring,March
501,1979,12,28933,3/19/79,3,1970,Spring,March
416,1979,13,28940,3/26/79,3,1970,Spring,March
458,1979,14,28947,4/2/79,4,1970,Spring,April
444,1979,15,28954,4/9/79,4,1970,Spring,April
448,1979,16,28961,4/16/79,4,1970,Spring,April
575,1979,17,28968,4/23/79,4,1970,Spring,April
726,1979,18,28975,4/30/79,4,1970,Spring,April
371,1979,19,28982,5/7/79,5,1970,Spring,May
541,1979,20,28989,5/14/79,5,1970,Spring,May
615,1979,21,28996,5/21/79,5,1970,Spring,May
355,1979,22,29003,5/28/79,5,1970,Spring,May
611,1979,23,29010,6/4/79,6,1970,Summer,June
475,1979,24,29017,6/11/79,6,1970,Summer,June
319,1979,25,29024,6/18/79,6,1970,Summer,June
288,1979,26,29031,6/25/79,6,1970,Summer,June
229,1979,27,29038,7/2/79,7,1970,Summer,July
171,1979,28,29045,7/9/79,7,1970,Summer,July
141,1979,29,29052,7/16/79,7,1970,Summer,July
95,1979,30,29059,7/23/79,7,1970,Summer,July
143,1979,31,29066,7/30/79,7,1970,Summer,July
214,1979,32,29073,8/6/79,8,1970,Summer,August
191,1979,33,29080,8/13/79,8,1970,Summer,August
121,1979,34,29087,8/20/79,8,1970,Summer,August
44,1979,35,29094,8/27/79,8,1970,Summer,August
41,1979,36,29101,9/3/79,9,1970,Autumn,September
42,1979,37,29108,9/10/79,9,1970,Autumn,September
63,1979,38,29115,9/17/79,9,1970,Autumn,September
75,1979,39,29122,9/24/79,9,1970,Autumn,September
71,1979,40,29129,10/1/79,10,1970,Autumn,October
55,1979,41,29136,10/8/79,10,1970,Autumn,October
93,1979,42,29143,10/15/79,10,1970,Autumn,October
60,1979,43,29150,10/22/79,10,1970,Autumn,October
73,1979,44,29157,10/29/79,10,1970,Autumn,October
84,1979,45,29164,11/5/79,11,1970,Autumn ,November
87,1979,46,29171,11/12/79,11,1970,Autumn ,November
118,1979,47,29178,11/19/79,11,1970,Autumn ,November
109,1979,48,29185,11/26/79,11,1970,Autumn ,November
102,1979,49,29192,12/3/79,12,1970,Winter,December
114,1979,50,29199,12/10/79,12,1970,Winter,December
91,1979,51,29206,12/17/79,12,1970,Winter,December
84,1979,52,29213,12/24/79,12,1970,Winter,December
26,1980,1,29220,12/31/79,12,1970,Winter,December
44,1980,2,29227,1/7/80,1,1980,Winter,January
81,1980,3,29234,1/14/80,1,1980,Winter,January
190,1980,4,29241,1/21/80,1,1980,Winter,January
187,1980,5,29248,1/28/80,1,1980,Winter,January
136,1980,6,29255,2/4/80,2,1980,Winter,February
238,1980,7,29262,2/11/80,2,1980,Winter,February
165,1980,8,29269,2/18/80,2,1980,Winter,February
288,1980,9,29276,2/25/80,2,1980,Winter,February
271,1980,10,29283,3/3/80,3,1980,Spring,March
329,1980,11,29290,3/10/80,3,1980,Spring,March
609,1980,12,29297,3/17/80,3,1980,Spring,March
539,1980,13,29304,3/24/80,3,1980,Spring,March
578,1980,14,29311,3/31/80,3,1980,Spring,March
639,1980,15,29318,4/7/80,4,1980,Spring,April
769,1980,16,29325,4/14/80,4,1980,Spring,April
762,1980,17,29332,4/21/80,4,1980,Spring,April
695,1980,18,29339,4/28/80,4,1980,Spring,April
805,1980,19,29346,5/5/80,5,1980,Spring,May
816,1980,20,29353,5/12/80,5,1980,Spring,May
424,1980,21,29360,5/19/80,5,1980,Spring,May
598,1980,22,29367,5/26/80,5,1980,Spring,May
626,1980,23,29374,6/2/80,6,1980,Summer,June
515,1980,24,29381,6/9/80,6,1980,Summer,June
458,1980,25,29388,6/16/80,6,1980,Summer,June
378,1980,26,29395,6/23/80,6,1980,Summer,June
262,1980,27,29402,6/30/80,6,1980,Summer,June
201,1980,28,29409,7/7/80,7,1980,Summer,July
127,1980,29,29416,7/14/80,7,1980,Summer,July
158,1980,30,29423,7/21/80,7,1980,Summer,July
128,1980,31,29430,7/28/80,7,1980,Summer,July
106,1980,32,29437,8/4/80,8,1980,Summer,August
54,1980,33,29444,8/11/80,8,1980,Summer,August
30,1980,34,29451,8/18/80,8,1980,Summer,August
58,1980,35,29458,8/25/80,8,1980,Summer,August
29,1980,36,29465,9/1/80,9,1980,Autumn,September
38,1980,37,29472,9/8/80,9,1980,Autumn,September
34,1980,38,29479,9/15/80,9,1980,Autumn,September
23,1980,39,29486,9/22/80,9,1980,Autumn,September
41,1980,40,29493,9/29/80,9,1980,Autumn,September
56,1980,41,29500,10/6/80,10,1980,Autumn,October
28,1980,42,29507,10/13/80,10,1980,Autumn,October
18,1980,43,29514,10/20/80,10,1980,Autumn,October
28,1980,44,29521,10/27/80,10,1980,Autumn,October
25,1980,45,29528,11/3/80,11,1980,Autumn ,November
31,1980,46,29535,11/10/80,11,1980,Autumn ,November
47,1980,47,29542,11/17/80,11,1980,Autumn ,November
49,1980,48,29549,11/24/80,11,1980,Autumn ,November
61,1980,49,29556,12/1/80,12,1980,Winter,December
44,1980,50,29563,12/8/80,12,1980,Winter,December
16,1980,51,29570,12/15/80,12,1980,Winter,December
30,1980,53,29584,12/29/80,12,1980,Winter,December
15,1981,1,29584,12/29/80,12,1980,Winter,December
54,1981,2,29591,1/5/81,1,1980,Winter,January
24,1981,3,29598,1/12/81,1,1980,Winter,January
39,1981,4,29605,1/19/81,1,1980,Winter,January
40,1981,5,29612,1/26/81,1,1980,Winter,January
38,1981,6,29619,2/2/81,2,1980,Winter,February
38,1981,7,29626,2/9/81,2,1980,Winter,February
84,1981,8,29633,2/16/81,2,1980,Winter,February
80,1981,9,29640,2/23/81,2,1980,Winter,February
73,1981,10,29647,3/2/81,3,1980,Spring,March
73,1981,11,29654,3/9/81,3,1980,Spring,March
58,1981,12,29661,3/16/81,3,1980,Spring,March
88,1981,13,29668,3/23/81,3,1980,Spring,March
82,1981,14,29675,3/30/81,3,1980,Spring,March
73,1981,15,29682,4/6/81,4,1980,Spring,April
93,1981,16,29689,4/13/81,4,1980,Spring,April
147,1981,17,29696,4/20/81,4,1980,Spring,April
187,1981,18,29703,4/27/81,4,1980,Spring,April
150,1981,19,29710,5/4/81,5,1980,Spring,May
135,1981,20,29717,5/11/81,5,1980,Spring,May
186,1981,21,29724,5/18/81,5,1980,Spring,May
247,1981,22,29731,5/25/81,5,1980,Spring,May
106,1981,23,29738,6/1/81,6,1980,Summer,June
34,1981,24,29745,6/8/81,6,1980,Summer,June
55,1981,26,29759,6/22/81,6,1980,Summer,June
47,1981,27,29766,6/29/81,6,1980,Summer,June
36,1981,28,29773,7/6/81,7,1980,Summer,July
44,1981,29,29780,7/13/81,7,1980,Summer,July
47,1981,30,29787,7/20/81,7,1980,Summer,July
32,1981,31,29794,7/27/81,7,1980,Summer,July
42,1981,32,29801,8/3/81,8,1980,Summer,August
27,1981,33,29808,8/10/81,8,1980,Summer,August
13,1981,34,29815,8/17/81,8,1980,Summer,August
5,1981,35,29822,8/24/81,8,1980,Summer,August
18,1981,36,29829,8/31/81,8,1980,Summer,August
17,1981,37,29836,9/7/81,9,1980,Autumn,September
25,1981,39,29850,9/21/81,9,1980,Autumn,September
21,1981,40,29857,9/28/81,9,1980,Autumn,September
24,1981,41,29864,10/5/81,10,1980,Autumn,October
18,1981,42,29871,10/12/81,10,1980,Autumn,October
31,1981,43,29878,10/19/81,10,1980,Autumn,October
17,1981,44,29885,10/26/81,10,1980,Autumn,October
51,1981,45,29892,11/2/81,11,1980,Autumn ,November
28,1981,46,29899,11/9/81,11,1980,Autumn ,November
30,1981,47,29906,11/16/81,11,1980,Autumn ,November
37,1981,48,29913,11/23/81,11,1980,Autumn ,November
9,1981,49,29920,11/30/81,11,1980,Autumn ,November
44,1981,50,29927,12/7/81,12,1980,Winter,December
9,1981,52,29941,12/21/81,12,1980,Winter,December
6,1982,1,29955,1/4/82,1,1980,Winter,January
6,1982,2,29962,1/11/82,1,1980,Winter,January
10,1982,3,29969,1/18/82,1,1980,Winter,January
9,1982,4,29976,1/25/82,1,1980,Winter,January
14,1982,5,29983,2/1/82,2,1980,Winter,February
9,1982,6,29990,2/8/82,2,1980,Winter,February
15,1982,7,29997,2/15/82,2,1980,Winter,February
5,1982,8,30004,2/22/82,2,1980,Winter,February
33,1982,10,30018,3/8/82,3,1980,Spring,March
37,1982,11,30025,3/15/82,3,1980,Spring,March
17,1982,12,30032,3/22/82,3,1980,Spring,March
44,1982,13,30039,3/29/82,3,1980,Spring,March
19,1982,9,30011,3/1/82,3,1980,Spring,March
33,1982,14,30046,4/5/82,4,1980,Spring,April
82,1982,15,30053,4/12/82,4,1980,Spring,April
81,1982,16,30060,4/19/82,4,1980,Spring,April
53,1982,17,30067,4/26/82,4,1980,Spring,April
38,1982,18,30074,5/3/82,5,1980,Spring,May
66,1982,19,30081,5/10/82,5,1980,Spring,May
31,1982,20,30088,5/17/82,5,1980,Spring,May
37,1982,21,30095,5/24/82,5,1980,Spring,May
34,1982,22,30102,5/31/82,5,1980,Spring,May
70,1982,23,30109,6/7/82,6,1980,Summer,June
63,1982,24,30116,6/14/82,6,1980,Summer,June
49,1982,25,30123,6/21/82,6,1980,Summer,June
15,1982,26,30130,6/28/82,6,1980,Summer,June
38,1982,27,30137,7/5/82,7,1980,Summer,July
33,1982,28,30144,7/12/82,7,1980,Summer,July
61,1982,29,30151,7/19/82,7,1980,Summer,July
23,1982,30,30158,7/26/82,7,1980,Summer,July
32,1982,31,30165,8/2/82,8,1980,Summer,August
28,1982,32,30172,8/9/82,8,1980,Summer,August
14,1982,33,30179,8/16/82,8,1980,Summer,August
14,1982,34,30186,8/23/82,8,1980,Summer,August
4,1982,35,30193,8/30/82,8,1980,Summer,August
20,1982,36,30200,9/6/82,9,1980,Autumn,September
10,1982,37,30207,9/13/82,9,1980,Autumn,September
51,1982,38,30214,9/20/82,9,1980,Autumn,September
10,1982,39,30221,9/27/82,9,1980,Autumn,September
63,1982,40,30228,10/4/82,10,1980,Autumn,October
36,1982,41,30235,10/11/82,10,1980,Autumn,October
60,1982,42,30242,10/18/82,10,1980,Autumn,October
44,1982,43,30249,10/25/82,10,1980,Autumn,October
8,1982,44,30256,11/1/82,11,1980,Autumn ,November
27,1982,45,30263,11/8/82,11,1980,Autumn ,November
29,1982,46,30270,11/15/82,11,1980,Autumn ,November
28,1982,47,30277,11/22/82,11,1980,Autumn ,November
4,1982,48,30284,11/29/82,11,1980,Autumn ,November
44,1982,49,30291,12/6/82,12,1980,Winter,December
19,1982,50,30298,12/13/82,12,1980,Winter,December
39,1982,51,30305,12/20/82,12,1980,Winter,December
7,1983,3,30333,1/17/83,1,1980,Winter,January
6,1983,4,30340,1/24/83,1,1980,Winter,January
2,1983,5,30347,1/31/83,1,1980,Winter,January
5,1983,6,30354,2/7/83,2,1980,Winter,February
8,1983,7,30361,2/14/83,2,1980,Winter,February
13,1983,8,30368,2/21/83,2,1980,Winter,February
39,1983,9,30375,2/28/83,2,1980,Winter,February
12,1983,10,30382,3/7/83,3,1980,Spring,March
39,1983,11,30389,3/14/83,3,1980,Spring,March
6,1983,12,30396,3/21/83,3,1980,Spring,March
49,1983,13,30403,3/28/83,3,1980,Spring,March
6,1983,14,30410,4/4/83,4,1980,Spring,April
4,1983,15,30417,4/11/83,4,1980,Spring,April
24,1983,16,30424,4/18/83,4,1980,Spring,April
12,1983,17,30431,4/25/83,4,1980,Spring,April
4,1983,18,30438,5/2/83,5,1980,Spring,May
2,1983,19,30445,5/9/83,5,1980,Spring,May
16,1983,20,30452,5/16/83,5,1980,Spring,May
4,1983,21,30459,5/23/83,5,1980,Spring,May
3,1983,22,30466,5/30/83,5,1980,Spring,May
47,1983,23,30473,6/6/83,6,1980,Summer,June
2,1983,24,30480,6/13/83,6,1980,Summer,June
65,1983,25,30487,6/20/83,6,1980,Summer,June
12,1983,26,30494,6/27/83,6,1980,Summer,June
6,1983,27,30501,7/4/83,7,1980,Summer,July
14,1983,29,30515,7/18/83,7,1980,Summer,July
9,1983,30,30522,7/25/83,7,1980,Summer,July
2,1983,31,30529,8/1/83,8,1980,Summer,August
9,1983,32,30536,8/8/83,8,1980,Summer,August
12,1983,33,30543,8/15/83,8,1980,Summer,August
1,1983,34,30550,8/22/83,8,1980,Summer,August
1,1983,35,30557,8/29/83,8,1980,Summer,August
10,1983,36,30564,9/5/83,9,1980,Autumn,September
9,1983,37,30571,9/12/83,9,1980,Autumn,September
6,1983,38,30578,9/19/83,9,1980,Autumn,September
40,1983,39,30585,9/26/83,9,1980,Autumn,September
3,1983,40,30592,10/3/83,10,1980,Autumn,October
12,1983,41,30599,10/10/83,10,1980,Autumn,October
5,1983,42,30606,10/17/83,10,1980,Autumn,October
7,1983,43,30613,10/24/83,10,1980,Autumn,October
2,1983,44,30620,10/31/83,10,1980,Autumn,October
1,1983,45,30627,11/7/83,11,1980,Autumn ,November
3,1983,46,30634,11/14/83,11,1980,Autumn ,November
1,1983,48,30648,11/28/83,11,1980,Autumn ,November
5,1983,50,30662,12/12/83,12,1980,Winter,December
7,1983,51,30669,12/19/83,12,1980,Winter,December
4,1984,1,30683,1/2/84,1,1980,Winter,January
17,1984,2,30690,1/9/84,1,1980,Winter,January
4,1984,3,30697,1/16/84,1,1980,Winter,January
16,1984,4,30704,1/23/84,1,1980,Winter,January
91,1984,5,30711,1/30/84,1,1980,Winter,January
35,1984,6,30718,2/6/84,2,1980,Winter,February
9,1984,7,30725,2/13/84,2,1980,Winter,February
4,1984,8,30732,2/20/84,2,1980,Winter,February
2,1984,9,30739,2/27/84,2,1980,Winter,February
57,1984,10,30746,3/5/84,3,1980,Spring,March
66,1984,11,30753,3/12/84,3,1980,Spring,March
20,1984,12,30760,3/19/84,3,1980,Spring,March
14,1984,13,30767,3/26/84,3,1980,Spring,March
19,1984,14,30774,4/2/84,4,1980,Spring,April
14,1984,15,30781,4/9/84,4,1980,Spring,April
46,1984,16,30788,4/16/84,4,1980,Spring,April
38,1984,17,30795,4/23/84,4,1980,Spring,April
95,1984,18,30802,4/30/84,4,1980,Spring,April
67,1984,19,30809,5/7/84,5,1980,Spring,May
27,1984,20,30816,5/14/84,5,1980,Spring,May
44,1984,21,30823,5/21/84,5,1980,Spring,May
21,1984,22,30830,5/28/84,5,1980,Spring,May
2,1984,23,30837,6/4/84,6,1980,Summer,June
43,1984,24,30844,6/11/84,6,1980,Summer,June
4,1984,25,30851,6/18/84,6,1980,Summer,June
47,1984,26,30858,6/25/84,6,1980,Summer,June
4,1984,27,30865,7/2/84,7,1980,Summer,July
4,1984,28,30872,7/9/84,7,1980,Summer,July
30,1984,29,30879,7/16/84,7,1980,Summer,July
18,1984,30,30886,7/23/84,7,1980,Summer,July
5,1984,31,30893,7/30/84,7,1980,Summer,July
17,1984,32,30900,8/6/84,8,1980,Summer,August
2,1984,33,30907,8/13/84,8,1980,Summer,August
14,1984,34,30914,8/20/84,8,1980,Summer,August
23,1984,35,30921,8/27/84,8,1980,Summer,August
57,1984,36,30928,9/3/84,9,1980,Autumn,September
15,1984,37,30935,9/10/84,9,1980,Autumn,September
7,1984,38,30942,9/17/84,9,1980,Autumn,September
10,1984,39,30949,9/24/84,9,1980,Autumn,September
7,1984,40,30956,10/1/84,10,1980,Autumn,October
22,1984,41,30963,10/8/84,10,1980,Autumn,October
13,1984,42,30970,10/15/84,10,1980,Autumn,October
19,1984,43,30977,10/22/84,10,1980,Autumn,October
2,1984,44,30984,10/29/84,10,1980,Autumn,October
1,1984,45,30991,11/5/84,11,1980,Autumn ,November
3,1984,46,30998,11/12/84,11,1980,Autumn ,November
57,1984,47,31005,11/19/84,11,1980,Autumn ,November
12,1984,48,31012,11/26/84,11,1980,Autumn ,November
13,1984,49,31019,12/3/84,12,1980,Winter,December
13,1984,50,31026,12/10/84,12,1980,Winter,December
5,1984,51,31033,12/17/84,12,1980,Winter,December
3,1985,1,31047,12/31/84,12,1980,Winter,December
2,1985,3,31061,1/14/85,1,1980,Winter,January
1,1985,5,31075,1/28/85,1,1980,Winter,January
2,1985,6,31082,2/4/85,2,1980,Winter,February
2,1985,7,31089,2/11/85,2,1980,Winter,February
24,1985,8,31096,2/18/85,2,1980,Winter,February
52,1985,9,31103,2/25/85,2,1980,Winter,February
22,1985,10,31110,3/4/85,3,1980,Spring,March
7,1985,11,31117,3/11/85,3,1980,Spring,March
7,1985,12,31124,3/18/85,3,1980,Spring,March
147,1985,13,31131,3/25/85,3,1980,Spring,March
12,1985,14,31138,4/1/85,4,1980,Spring,April
4,1985,15,31145,4/8/85,4,1980,Spring,April
21,1985,16,31152,4/15/85,4,1980,Spring,April
45,1985,17,31159,4/22/85,4,1980,Spring,April
20,1985,18,31166,4/29/85,4,1980,Spring,April
14,1985,19,31173,5/6/85,5,1980,Spring,May
13,1985,20,31180,5/13/85,5,1980,Spring,May
14,1985,21,31187,5/20/85,5,1980,Spring,May
3,1985,22,31194,5/27/85,5,1980,Spring,May
3,1985,23,31201,6/3/85,6,1980,Summer,June
34,1985,24,31208,6/10/85,6,1980,Summer,June
40,1985,25,31215,6/17/85,6,1980,Summer,June
49,1985,26,31222,6/24/85,6,1980,Summer,June
13,1985,27,31229,7/1/85,7,1980,Summer,July
6,1985,28,31236,7/8/85,7,1980,Summer,July
6,1985,29,31243,7/15/85,7,1980,Summer,July
2,1985,30,31250,7/22/85,7,1980,Summer,July
10,1985,31,31257,7/29/85,7,1980,Summer,July
45,1985,32,31264,8/5/85,8,1980,Summer,August
6,1985,33,31271,8/12/85,8,1980,Summer,August
17,1985,34,31278,8/19/85,8,1980,Summer,August
34,1985,35,31285,8/26/85,8,1980,Summer,August
12,1985,36,31292,9/2/85,9,1980,Autumn,September
12,1985,37,31299,9/9/85,9,1980,Autumn,September
4,1985,38,31306,9/16/85,9,1980,Autumn,September
6,1985,39,31313,9/23/85,9,1980,Autumn,September
5,1985,40,31320,9/30/85,9,1980,Autumn,September
3,1985,41,31327,10/7/85,10,1980,Autumn,October
9,1985,42,31334,10/14/85,10,1980,Autumn,October
6,1985,43,31341,10/21/85,10,1980,Autumn,October
14,1985,44,31348,10/28/85,10,1980,Autumn,October
17,1985,45,31355,11/4/85,11,1980,Autumn ,November
1,1985,46,31362,11/11/85,11,1980,Autumn ,November
4,1985,47,31369,11/18/85,11,1980,Autumn ,November
14,1985,48,31376,11/25/85,11,1980,Autumn ,November
12,1985,49,31383,12/2/85,12,1980,Winter,December
6,1985,50,31390,12/9/85,12,1980,Winter,December
9,1985,51,31397,12/16/85,12,1980,Winter,December
3,1985,52,31404,12/23/85,12,1980,Winter,December
6,1986,2,31418,1/6/86,1,1980,Winter,January
4,1986,3,31425,1/13/86,1,1980,Winter,January
16,1986,4,31432,1/20/86,1,1980,Winter,January
7,1986,5,31439,1/27/86,1,1980,Winter,January
2,1986,6,31446,2/3/86,2,1980,Winter,February
18,1986,7,31453,2/10/86,2,1980,Winter,February
10,1986,8,31460,2/17/86,2,1980,Winter,February
8,1986,9,31467,2/24/86,2,1980,Winter,February
26,1986,10,31474,3/3/86,3,1980,Spring,March
214,1986,11,31481,3/10/86,3,1980,Spring,March
25,1986,12,31488,3/17/86,3,1980,Spring,March
395,1986,13,31495,3/24/86,3,1980,Spring,March
3,1986,14,31502,3/31/86,3,1980,Spring,March
4,1986,15,31509,4/7/86,4,1980,Spring,April
6,1986,16,31516,4/14/86,4,1980,Spring,April
52,1986,17,31523,4/21/86,4,1980,Spring,April
28,1986,18,31530,4/28/86,4,1980,Spring,April
9,1986,19,31537,5/5/86,5,1980,Spring,May
65,1986,20,31544,5/12/86,5,1980,Spring,May
22,1986,21,31551,5/19/86,5,1980,Spring,May
41,1986,22,31558,5/26/86,5,1980,Spring,May
230,1986,23,31565,6/2/86,6,1980,Summer,June
23,1986,24,31572,6/9/86,6,1980,Summer,June
69,1986,25,31579,6/16/86,6,1980,Summer,June
48,1986,26,31586,6/23/86,6,1980,Summer,June
47,1986,27,31593,6/30/86,6,1980,Summer,June
20,1986,28,31600,7/7/86,7,1980,Summer,July
26,1986,29,31607,7/14/86,7,1980,Summer,July
9,1986,30,31614,7/21/86,7,1980,Summer,July
43,1986,31,31621,7/28/86,7,1980,Summer,July
81,1986,32,31628,8/4/86,8,1980,Summer,August
5,1986,33,31635,8/11/86,8,1980,Summer,August
64,1986,34,31642,8/18/86,8,1980,Summer,August
13,1986,35,31649,8/25/86,8,1980,Summer,August
7,1986,36,31656,9/1/86,9,1980,Autumn,September
38,1986,37,31663,9/8/86,9,1980,Autumn,September
7,1986,38,31670,9/15/86,9,1980,Autumn,September
39,1986,39,31677,9/22/86,9,1980,Autumn,September
6,1986,40,31684,9/29/86,9,1980,Autumn,September
45,1986,41,31691,10/6/86,10,1980,Autumn,October
7,1986,42,31698,10/13/86,10,1980,Autumn,October
12,1986,43,31705,10/20/86,10,1980,Autumn,October
3,1986,44,31712,10/27/86,10,1980,Autumn,October
174,1986,45,31719,11/3/86,11,1980,Autumn ,November
4,1986,46,31726,11/10/86,11,1980,Autumn ,November
31,1986,47,31733,11/17/86,11,1980,Autumn ,November
28,1986,48,31740,11/24/86,11,1980,Autumn ,November
40,1986,49,31747,12/1/86,12,1980,Winter,December
140,1986,50,31754,12/8/86,12,1980,Winter,December
23,1986,52,31768,12/22/86,12,1980,Winter,December
35,1987,1,31775,12/29/86,12,1980,Winter,December
3,1987,2,31782,1/5/87,1,1980,Winter,January
12,1987,3,31789,1/12/87,1,1980,Winter,January
29,1987,4,31796,1/19/87,1,1980,Winter,January
20,1987,5,31803,1/26/87,1,1980,Winter,January
2,1987,6,31810,2/2/87,2,1980,Winter,February
3,1987,7,31817,2/9/87,2,1980,Winter,February
23,1987,8,31824,2/16/87,2,1980,Winter,February
53,1987,9,31831,2/23/87,2,1980,Winter,February
92,1987,10,31838,3/2/87,3,1980,Spring,March
24,1987,11,31845,3/9/87,3,1980,Spring,March
16,1987,12,31852,3/16/87,3,1980,Spring,March
46,1987,13,31859,3/23/87,3,1980,Spring,March
46,1987,14,31866,3/30/87,3,1980,Spring,March
99,1987,15,31873,4/6/87,4,1980,Spring,April
30,1987,16,31880,4/13/87,4,1980,Spring,April
9,1987,17,31887,4/20/87,4,1980,Spring,April
10,1987,18,31894,4/27/87,4,1980,Spring,April
128,1987,19,31901,5/4/87,5,1980,Spring,May
47,1987,20,31908,5/11/87,5,1980,Spring,May
110,1987,21,31915,5/18/87,5,1980,Spring,May
5,1987,22,31922,5/25/87,5,1980,Spring,May
7,1987,23,31929,6/1/87,6,1980,Summer,June
35,1987,24,31936,6/8/87,6,1980,Summer,June
10,1987,25,31943,6/15/87,6,1980,Summer,June
9,1987,26,31950,6/22/87,6,1980,Summer,June
25,1987,27,31957,6/29/87,6,1980,Summer,June
80,1987,28,31964,7/6/87,7,1980,Summer,July
2,1987,29,31971,7/13/87,7,1980,Summer,July
22,1987,30,31978,7/20/87,7,1980,Summer,July
4,1987,31,31985,7/27/87,7,1980,Summer,July
12,1987,32,31992,8/3/87,8,1980,Summer,August
22,1987,33,31999,8/10/87,8,1980,Summer,August
8,1987,34,32006,8/17/87,8,1980,Summer,August
6,1987,35,32013,8/24/87,8,1980,Summer,August
3,1987,36,32020,8/31/87,8,1980,Summer,August
10,1987,37,32027,9/7/87,9,1980,Autumn,September
16,1987,38,32034,9/14/87,9,1980,Autumn,September
16,1987,39,32041,9/21/87,9,1980,Autumn,September
7,1987,40,32048,9/28/87,9,1980,Autumn,September
66,1987,41,32055,10/5/87,10,1980,Autumn,October
10,1987,42,32062,10/12/87,10,1980,Autumn,October
19,1987,43,32069,10/19/87,10,1980,Autumn,October
6,1987,44,32076,10/26/87,10,1980,Autumn,October
3,1987,45,32083,11/2/87,11,1980,Autumn ,November
14,1987,46,32090,11/9/87,11,1980,Autumn ,November
14,1987,47,32097,11/16/87,11,1980,Autumn ,November
9,1987,48,32104,11/23/87,11,1980,Autumn ,November
16,1987,49,32111,11/30/87,11,1980,Autumn ,November
8,1987,50,32118,12/7/87,12,1980,Winter,December
9,1987,51,32125,12/14/87,12,1980,Winter,December
2,1987,52,32132,12/21/87,12,1980,Winter,December
8,1988,1,32146,1/4/88,1,1980,Winter,January
1,1988,2,32153,1/11/88,1,1980,Winter,January
53,1988,3,32160,1/18/88,1,1980,Winter,January
36,1988,4,32167,1/25/88,1,1980,Winter,January
20,1988,5,32174,2/1/88,2,1980,Winter,February
45,1988,6,32181,2/8/88,2,1980,Winter,February
45,1988,7,32188,2/15/88,2,1980,Winter,February
57,1988,8,32195,2/22/88,2,1980,Winter,February
54,1988,9,32202,2/29/88,2,1980,Winter,February
7,1988,10,32209,3/7/88,3,1980,Spring,March
20,1988,11,32216,3/14/88,3,1980,Spring,March
31,1988,12,32223,3/21/88,3,1980,Spring,March
18,1988,13,32230,3/28/88,3,1980,Spring,March
4,1988,14,32237,4/4/88,4,1980,Spring,April
87,1988,15,32244,4/11/88,4,1980,Spring,April
33,1988,16,32251,4/18/88,4,1980,Spring,April
49,1988,17,32258,4/25/88,4,1980,Spring,April
141,1988,18,32265,5/2/88,5,1980,Spring,May
35,1988,19,32272,5/9/88,5,1980,Spring,May
4,1988,20,32279,5/16/88,5,1980,Spring,May
88,1988,21,32286,5/23/88,5,1980,Spring,May
10,1988,22,32293,5/30/88,5,1980,Spring,May
31,1988,23,32300,6/6/88,6,1980,Summer,June
12,1988,24,32307,6/13/88,6,1980,Summer,June
71,1988,25,32314,6/20/88,6,1980,Summer,June
23,1988,26,32321,6/27/88,6,1980,Summer,June
2,1988,27,32328,7/4/88,7,1980,Summer,July
4,1988,28,32335,7/11/88,7,1980,Summer,July
2,1988,29,32342,7/18/88,7,1980,Summer,July
12,1988,30,32349,7/25/88,7,1980,Summer,July
141,1988,31,32356,8/1/88,8,1980,Summer,August
9,1988,32,32363,8/8/88,8,1980,Summer,August
2,1988,33,32370,8/15/88,8,1980,Summer,August
11,1988,34,32377,8/22/88,8,1980,Summer,August
5,1988,35,32384,8/29/88,8,1980,Summer,August
2,1988,36,32391,9/5/88,9,1980,Autumn,September
31,1988,37,32398,9/12/88,9,1980,Autumn,September
42,1988,38,32405,9/19/88,9,1980,Autumn,September
