number,year,count,date,date,month,decade,season,monthname
12,1909,13,3376,3/29/09,3,1900,Spring,March
1,1921,20,7807,5/16/21,5,1920,Spring,May
2,1922,42,8325,10/16/22,10,1920,Autumn,October
24,1922,50,8381,12/11/22,12,1920,Winter,December
1,1922,51,8388,12/18/22,12,1920,Winter,December
2,1923,42,8689,10/15/23,10,1920,Autumn,October
2848,1927,47,10187,11/21/27,11,1920,Autumn ,November
3691,1927,48,10194,11/28/27,11,1920,Autumn ,November
4703,1927,49,10201,12/5/27,12,1920,Winter,December
3013,1927,51,10215,12/19/27,12,1920,Winter,December
4949,1927,52,10222,12/26/27,12,1920,Winter,December
7647,1928,1,10229,1/2/28,1,1920,Winter,January
11427,1928,2,10236,1/9/28,1,1920,Winter,January
11970,1928,3,10243,1/16/28,1,1920,Winter,January
12920,1928,4,10250,1/23/28,1,1920,Winter,January
14660,1928,5,10257,1/30/28,1,1920,Winter,January
15805,1928,6,10264,2/6/28,2,1920,Winter,February
12652,1928,7,10271,2/13/28,2,1920,Winter,February
16911,1928,8,10278,2/20/28,2,1920,Winter,February
19482,1928,9,10285,2/27/28,2,1920,Winter,February
18378,1928,10,10292,3/5/28,3,1920,Spring,March
19568,1928,11,10299,3/12/28,3,1920,Spring,March
21000,1928,12,10306,3/19/28,3,1920,Spring,March
19980,1928,13,10313,3/26/28,3,1920,Spring,March
20638,1928,14,10320,4/2/28,4,1920,Spring,April
18866,1928,15,10327,4/9/28,4,1920,Spring,April
19882,1928,16,10334,4/16/28,4,1920,Spring,April
19001,1928,17,10341,4/23/28,4,1920,Spring,April
19803,1928,18,10348,4/30/28,4,1920,Spring,April
19861,1928,19,10355,5/7/28,5,1920,Spring,May
19178,1928,20,10362,5/14/28,5,1920,Spring,May
17872,1928,21,10369,5/21/28,5,1920,Spring,May
17286,1928,22,10376,5/28/28,5,1920,Spring,May
14763,1928,23,10383,6/4/28,6,1920,Summer,June
13554,1928,24,10390,6/11/28,6,1920,Summer,June
10773,1928,25,10397,6/18/28,6,1920,Summer,June
8768,1928,26,10404,6/25/28,6,1920,Summer,June
6222,1928,27,10411,7/2/28,7,1920,Summer,July
5109,1928,28,10418,7/9/28,7,1920,Summer,July
3526,1928,29,10425,7/16/28,7,1920,Summer,July
2610,1928,30,10432,7/23/28,7,1920,Summer,July
2054,1928,31,10439,7/30/28,7,1920,Summer,July
1201,1928,32,10446,8/6/28,8,1920,Summer,August
845,1928,33,10453,8/13/28,8,1920,Summer,August
511,1928,34,10460,8/20/28,8,1920,Summer,August
612,1928,35,10467,8/27/28,8,1920,Summer,August
459,1928,36,10474,9/3/28,9,1920,Autumn,September
574,1928,37,10481,9/10/28,9,1920,Autumn,September
483,1928,38,10488,9/17/28,9,1920,Autumn,September
680,1928,39,10495,9/24/28,9,1920,Autumn,September
763,1928,40,10502,10/1/28,10,1920,Autumn,October
916,1928,41,10509,10/8/28,10,1920,Autumn,October
1423,1928,42,10516,10/15/28,10,1920,Autumn,October
1573,1928,43,10523,10/22/28,10,1920,Autumn,October
1966,1928,44,10530,10/29/28,10,1920,Autumn,October
1661,1928,45,10537,11/5/28,11,1920,Autumn ,November
2679,1928,46,10544,11/12/28,11,1920,Autumn ,November
3450,1928,47,10551,11/19/28,11,1920,Autumn ,November
3330,1928,48,10558,11/26/28,11,1920,Autumn ,November
3773,1928,49,10565,12/3/28,12,1920,Winter,December
4722,1928,50,10572,12/10/28,12,1920,Winter,December
4452,1928,51,10579,12/17/28,12,1920,Winter,December
5385,1928,52,10586,12/24/28,12,1920,Winter,December
4598,1929,1,10593,12/31/28,12,1920,Winter,December
6009,1929,2,10600,1/7/29,1,1920,Winter,January
5323,1929,3,10607,1/14/29,1,1920,Winter,January
6314,1929,4,10614,1/21/29,1,1920,Winter,January
6965,1929,5,10621,1/28/29,1,1920,Winter,January
7575,1929,6,10628,2/4/29,2,1920,Winter,February
9521,1929,7,10635,2/11/29,2,1920,Winter,February
8680,1929,8,10642,2/18/29,2,1920,Winter,February
12517,1929,9,10649,2/25/29,2,1920,Winter,February
11667,1929,10,10656,3/4/29,3,1920,Spring,March
12739,1929,11,10663,3/11/29,3,1920,Spring,March
13151,1929,12,10670,3/18/29,3,1920,Spring,March
13815,1929,13,10677,3/25/29,3,1920,Spring,March
13877,1929,14,10684,4/1/29,4,1920,Spring,April
15864,1929,15,10691,4/8/29,4,1920,Spring,April
13488,1929,16,10698,4/15/29,4,1920,Spring,April
14658,1929,17,10705,4/22/29,4,1920,Spring,April
16026,1929,18,10712,4/29/29,4,1920,Spring,April
15938,1929,19,10719,5/6/29,5,1920,Spring,May
14354,1929,20,10726,5/13/29,5,1920,Spring,May
14555,1929,21,10733,5/20/29,5,1920,Spring,May
14279,1929,22,10740,5/27/29,5,1920,Spring,May
12464,1929,23,10747,6/3/29,6,1920,Summer,June
10213,1929,24,10754,6/10/29,6,1920,Summer,June
7474,1929,25,10761,6/17/29,6,1920,Summer,June
6808,1929,26,10768,6/24/29,6,1920,Summer,June
5001,1929,27,10775,7/1/29,7,1920,Summer,July
3815,1929,28,10782,7/8/29,7,1920,Summer,July
3087,1929,29,10789,7/15/29,7,1920,Summer,July
2006,1929,30,10796,7/22/29,7,1920,Summer,July
1374,1929,31,10803,7/29/29,7,1920,Summer,July
944,1929,32,10810,8/5/29,8,1920,Summer,August
717,1929,33,10817,8/12/29,8,1920,Summer,August
540,1929,34,10824,8/19/29,8,1920,Summer,August
472,1929,35,10831,8/26/29,8,1920,Summer,August
485,1929,36,10838,9/2/29,9,1920,Autumn,September
473,1929,37,10845,9/9/29,9,1920,Autumn,September
433,1929,38,10852,9/16/29,9,1920,Autumn,September
745,1929,39,10859,9/23/29,9,1920,Autumn,September
793,1929,40,10866,9/30/29,9,1920,Autumn,September
1043,1929,41,10873,10/7/29,10,1920,Autumn,October
1363,1929,42,10880,10/14/29,10,1920,Autumn,October
1505,1929,43,10887,10/21/29,10,1920,Autumn,October
1676,1929,44,10894,10/28/29,10,1920,Autumn,October
1941,1929,45,10901,11/4/29,11,1920,Autumn ,November
1994,1929,46,10908,11/11/29,11,1920,Autumn ,November
2673,1929,47,10915,11/18/29,11,1920,Autumn ,November
2837,1929,48,10922,11/25/29,11,1920,Autumn ,November
3163,1929,49,10929,12/2/29,12,1920,Winter,December
4134,1929,50,10936,12/9/29,12,1920,Winter,December
3845,1929,51,10943,12/16/29,12,1920,Winter,December
3130,1929,52,10950,12/23/29,12,1920,Winter,December
4930,1930,1,10957,12/30/29,12,1920,Winter,December
5494,1930,2,10964,1/6/30,1,1930,Winter,January
6204,1930,3,10971,1/13/30,1,1930,Winter,January
6759,1930,4,10978,1/20/30,1,1930,Winter,January
8010,1930,5,10985,1/27/30,1,1930,Winter,January
8928,1930,6,10992,2/3/30,2,1930,Winter,February
10335,1930,7,10999,2/10/30,2,1930,Winter,February
10141,1930,8,11006,2/17/30,2,1930,Winter,February
13134,1930,9,11013,2/24/30,2,1930,Winter,February
12540,1930,10,11020,3/3/30,3,1930,Spring,March
12980,1930,11,11027,3/10/30,3,1930,Spring,March
14456,1930,12,11034,3/17/30,3,1930,Spring,March
15216,1930,13,11041,3/24/30,3,1930,Spring,March
16844,1930,14,11048,3/31/30,3,1930,Spring,March
18576,1930,15,11055,4/7/30,4,1930,Spring,April
17848,1930,16,11062,4/14/30,4,1930,Spring,April
19526,1930,17,11069,4/21/30,4,1930,Spring,April
19914,1930,18,11076,4/28/30,4,1930,Spring,April
18777,1930,19,11083,5/5/30,5,1930,Spring,May
19374,1930,20,11090,5/12/30,5,1930,Spring,May
17243,1930,21,11097,5/19/30,5,1930,Spring,May
14393,1930,22,11104,5/26/30,5,1930,Spring,May
15290,1930,23,11111,6/2/30,6,1930,Summer,June
13103,1930,24,11118,6/9/30,6,1930,Summer,June
10436,1930,25,11125,6/16/30,6,1930,Summer,June
8262,1930,26,11132,6/23/30,6,1930,Summer,June
5538,1930,27,11139,6/30/30,6,1930,Summer,June
4979,1930,28,11146,7/7/30,7,1930,Summer,July
2958,1930,29,11153,7/14/30,7,1930,Summer,July
1966,1930,30,11160,7/21/30,7,1930,Summer,July
1513,1930,31,11167,7/28/30,7,1930,Summer,July
1109,1930,32,11174,8/4/30,8,1930,Summer,August
738,1930,33,11181,8/11/30,8,1930,Summer,August
559,1930,34,11188,8/18/30,8,1930,Summer,August
445,1930,35,11195,8/25/30,8,1930,Summer,August
414,1930,36,11202,9/1/30,9,1930,Autumn,September
392,1930,37,11209,9/8/30,9,1930,Autumn,September
463,1930,38,11216,9/15/30,9,1930,Autumn,September
446,1930,39,11223,9/22/30,9,1930,Autumn,September
638,1930,40,11230,9/29/30,9,1930,Autumn,September
617,1930,41,11237,10/6/30,10,1930,Autumn,October
876,1930,42,11244,10/13/30,10,1930,Autumn,October
938,1930,43,11251,10/20/30,10,1930,Autumn,October
1499,1930,44,11258,10/27/30,10,1930,Autumn,October
1321,1930,45,11265,11/3/30,11,1930,Autumn ,November
1773,1930,46,11272,11/10/30,11,1930,Autumn ,November
2331,1930,47,11279,11/17/30,11,1930,Autumn ,November
2330,1930,48,11286,11/24/30,11,1930,Autumn ,November
2896,1930,49,11293,12/1/30,12,1930,Winter,December
3212,1930,50,11300,12/8/30,12,1930,Winter,December
2739,1930,51,11307,12/15/30,12,1930,Winter,December
3194,1930,52,11314,12/22/30,12,1930,Winter,December
4933,1930,53,11321,12/29/30,12,1930,Winter,December
6873,1931,1,11321,12/29/30,12,1930,Winter,December
5954,1931,2,11328,1/5/31,1,1930,Winter,January
7992,1931,3,11335,1/12/31,1,1930,Winter,January
8847,1931,4,11342,1/19/31,1,1930,Winter,January
10171,1931,5,11349,1/26/31,1,1930,Winter,January
11286,1931,6,11356,2/2/31,2,1930,Winter,February
12705,1931,7,11363,2/9/31,2,1930,Winter,February
13850,1931,8,11370,2/16/31,2,1930,Winter,February
15272,1931,9,11377,2/23/31,2,1930,Winter,February
17665,1931,10,11384,3/2/31,3,1930,Spring,March
17548,1931,11,11391,3/9/31,3,1930,Spring,March
19589,1931,12,11398,3/16/31,3,1930,Spring,March
19091,1931,13,11405,3/23/31,3,1930,Spring,March
20884,1931,14,11412,3/30/31,3,1930,Spring,March
20732,1931,15,11419,4/6/31,4,1930,Spring,April
20712,1931,16,11426,4/13/31,4,1930,Spring,April
20112,1931,17,11433,4/20/31,4,1930,Spring,April
19806,1931,18,11440,4/27/31,4,1930,Spring,April
21366,1931,19,11447,5/4/31,5,1930,Spring,May
20080,1931,20,11454,5/11/31,5,1930,Spring,May
18586,1931,21,11461,5/18/31,5,1930,Spring,May
18588,1931,22,11468,5/25/31,5,1930,Spring,May
14989,1931,23,11475,6/1/31,6,1930,Summer,June
11591,1931,24,11482,6/8/31,6,1930,Summer,June
9910,1931,25,11489,6/15/31,6,1930,Summer,June
6592,1931,26,11496,6/22/31,6,1930,Summer,June
6123,1931,27,11503,6/29/31,6,1930,Summer,June
3629,1931,28,11510,7/6/31,7,1930,Summer,July
2411,1931,29,11517,7/13/31,7,1930,Summer,July
1898,1931,30,11524,7/20/31,7,1930,Summer,July
1217,1931,31,11531,7/27/31,7,1930,Summer,July
884,1931,32,11538,8/3/31,8,1930,Summer,August
574,1931,33,11545,8/10/31,8,1930,Summer,August
545,1931,34,11552,8/17/31,8,1930,Summer,August
431,1931,35,11559,8/24/31,8,1930,Summer,August
392,1931,36,11566,8/31/31,8,1930,Summer,August
490,1931,37,11573,9/7/31,9,1930,Autumn,September
460,1931,38,11580,9/14/31,9,1930,Autumn,September
451,1931,39,11587,9/21/31,9,1930,Autumn,September
575,1931,40,11594,9/28/31,9,1930,Autumn,September
682,1931,41,11601,10/5/31,10,1930,Autumn,October
928,1931,42,11608,10/12/31,10,1930,Autumn,October
1048,1931,43,11615,10/19/31,10,1930,Autumn,October
1572,1931,44,11622,10/26/31,10,1930,Autumn,October
1825,1931,45,11629,11/2/31,11,1930,Autumn ,November
1923,1931,46,11636,11/9/31,11,1930,Autumn ,November
2413,1931,47,11643,11/16/31,11,1930,Autumn ,November
2796,1931,48,11650,11/23/31,11,1930,Autumn ,November
3306,1931,49,11657,11/30/31,11,1930,Autumn ,November
3246,1931,50,11664,12/7/31,12,1930,Winter,December
3183,1931,51,11671,12/14/31,12,1930,Winter,December
4642,1931,52,11678,12/21/31,12,1930,Winter,December
6567,1932,1,11692,1/4/32,1,1930,Winter,January
5738,1932,2,11699,1/11/32,1,1930,Winter,January
7230,1932,3,11706,1/18/32,1,1930,Winter,January
7951,1932,4,11713,1/25/32,1,1930,Winter,January
8113,1932,5,11720,2/1/32,2,1930,Winter,February
9515,1932,6,11727,2/8/32,2,1930,Winter,February
9186,1932,7,11734,2/15/32,2,1930,Winter,February
11836,1932,8,11741,2/22/32,2,1930,Winter,February
12508,1932,9,11748,2/29/32,2,1930,Winter,February
13085,1932,10,11755,3/7/32,3,1930,Spring,March
12133,1932,11,11762,3/14/32,3,1930,Spring,March
11918,1932,12,11769,3/21/32,3,1930,Spring,March
15729,1932,13,11776,3/28/32,3,1930,Spring,March
13702,1932,14,11783,4/4/32,4,1930,Spring,April
16908,1932,15,11790,4/11/32,4,1930,Spring,April
16153,1932,16,11797,4/18/32,4,1930,Spring,April
19203,1932,17,11804,4/25/32,4,1930,Spring,April
19138,1932,18,11811,5/2/32,5,1930,Spring,May
22412,1932,19,11818,5/9/32,5,1930,Spring,May
20161,1932,20,11825,5/16/32,5,1930,Spring,May
17590,1932,21,11832,5/23/32,5,1930,Spring,May
16946,1932,22,11839,5/30/32,5,1930,Spring,May
17156,1932,23,11846,6/6/32,6,1930,Summer,June
12450,1932,24,11853,6/13/32,6,1930,Summer,June
9464,1932,25,11860,6/20/32,6,1930,Summer,June
7838,1932,26,11867,6/27/32,6,1930,Summer,June
5583,1932,27,11874,7/4/32,7,1930,Summer,July
4389,1932,28,11881,7/11/32,7,1930,Summer,July
3367,1932,29,11888,7/18/32,7,1930,Summer,July
1995,1932,30,11895,7/25/32,7,1930,Summer,July
1394,1932,31,11902,8/1/32,8,1930,Summer,August
919,1932,32,11909,8/8/32,8,1930,Summer,August
749,1932,33,11916,8/15/32,8,1930,Summer,August
750,1932,34,11923,8/22/32,8,1930,Summer,August
506,1932,35,11930,8/29/32,8,1930,Summer,August
379,1932,36,11937,9/5/32,9,1930,Autumn,September
467,1932,37,11944,9/12/32,9,1930,Autumn,September
472,1932,38,11951,9/19/32,9,1930,Autumn,September
682,1932,39,11958,9/26/32,9,1930,Autumn,September
759,1932,40,11965,10/3/32,10,1930,Autumn,October
761,1932,41,11972,10/10/32,10,1930,Autumn,October
1070,1932,42,11979,10/17/32,10,1930,Autumn,October
1345,1932,43,11986,10/24/32,10,1930,Autumn,October
1362,1932,44,11993,10/31/32,10,1930,Autumn,October
1646,1932,45,12000,11/7/32,11,1930,Autumn ,November
1907,1932,46,12007,11/14/32,11,1930,Autumn ,November
2001,1932,47,12014,11/21/32,11,1930,Autumn ,November
3044,1932,48,12021,11/28/32,11,1930,Autumn ,November
3149,1932,49,12028,12/5/32,12,1930,Winter,December
3384,1932,50,12035,12/12/32,12,1930,Winter,December
3555,1932,51,12042,12/19/32,12,1930,Winter,December
3849,1932,52,12049,12/26/32,12,1930,Winter,December
4004,1933,1,12056,1/2/33,1,1930,Winter,January
5188,1933,2,12063,1/9/33,1,1930,Winter,January
5499,1933,3,12070,1/16/33,1,1930,Winter,January
6965,1933,4,12077,1/23/33,1,1930,Winter,January
8794,1933,5,12084,1/30/33,1,1930,Winter,January
9651,1933,6,12091,2/6/33,2,1930,Winter,February
11132,1933,7,12098,2/13/33,2,1930,Winter,February
12848,1933,8,12105,2/20/33,2,1930,Winter,February
14081,1933,9,12112,2/27/33,2,1930,Winter,February
15416,1933,10,12119,3/6/33,3,1930,Spring,March
16058,1933,11,12126,3/13/33,3,1930,Spring,March
16604,1933,12,12133,3/20/33,3,1930,Spring,March
18398,1933,13,12140,3/27/33,3,1930,Spring,March
18600,1933,14,12147,4/3/33,4,1930,Spring,April
17495,1933,15,12154,4/10/33,4,1930,Spring,April
17829,1933,16,12161,4/17/33,4,1930,Spring,April
18333,1933,17,12168,4/24/33,4,1930,Spring,April
16460,1933,18,12175,5/1/33,5,1930,Spring,May
17410,1933,19,12182,5/8/33,5,1930,Spring,May
15653,1933,20,12189,5/15/33,5,1930,Spring,May
15351,1933,21,12196,5/22/33,5,1930,Spring,May
12570,1933,22,12203,5/29/33,5,1930,Spring,May
11433,1933,23,12210,6/5/33,6,1930,Summer,June
9535,1933,24,12217,6/12/33,6,1930,Summer,June
6608,1933,25,12224,6/19/33,6,1930,Summer,June
5453,1933,26,12231,6/26/33,6,1930,Summer,June
4119,1933,27,12238,7/3/33,7,1930,Summer,July
3272,1933,28,12245,7/10/33,7,1930,Summer,July
2312,1933,29,12252,7/17/33,7,1930,Summer,July
1624,1933,30,12259,7/24/33,7,1930,Summer,July
1355,1933,31,12266,7/31/33,7,1930,Summer,July
1112,1933,32,12273,8/7/33,8,1930,Summer,August
637,1933,33,12280,8/14/33,8,1930,Summer,August
575,1933,34,12287,8/21/33,8,1930,Summer,August
499,1933,35,12294,8/28/33,8,1930,Summer,August
426,1933,36,12301,9/4/33,9,1930,Autumn,September
424,1933,37,12308,9/11/33,9,1930,Autumn,September
541,1933,38,12315,9/18/33,9,1930,Autumn,September
499,1933,39,12322,9/25/33,9,1930,Autumn,September
562,1933,40,12329,10/2/33,10,1930,Autumn,October
623,1933,41,12336,10/9/33,10,1930,Autumn,October
900,1933,42,12343,10/16/33,10,1930,Autumn,October
993,1933,43,12350,10/23/33,10,1930,Autumn,October
1489,1933,44,12357,10/30/33,10,1930,Autumn,October
1757,1933,45,12364,11/6/33,11,1930,Autumn ,November
2229,1933,46,12371,11/13/33,11,1930,Autumn ,November
3193,1933,47,12378,11/20/33,11,1930,Autumn ,November
3388,1933,48,12385,11/27/33,11,1930,Autumn ,November
4615,1933,49,12392,12/4/33,12,1930,Winter,December
5048,1933,50,12399,12/11/33,12,1930,Winter,December
4973,1933,51,12406,12/18/33,12,1930,Winter,December
5861,1933,52,12413,12/25/33,12,1930,Winter,December
8578,1934,1,12420,1/1/34,1,1930,Winter,January
12529,1934,2,12427,1/8/34,1,1930,Winter,January
13496,1934,3,12434,1/15/34,1,1930,Winter,January
16895,1934,4,12441,1/22/34,1,1930,Winter,January
21119,1934,5,12448,1/29/34,1,1930,Winter,January
22494,1934,6,12455,2/5/34,2,1930,Winter,February
24425,1934,7,12462,2/12/34,2,1930,Winter,February
26946,1934,8,12469,2/19/34,2,1930,Winter,February
30806,1934,9,12476,2/26/34,2,1930,Winter,February
31420,1934,10,12483,3/5/34,3,1930,Spring,March
33049,1934,11,12490,3/12/34,3,1930,Spring,March
33230,1934,12,12497,3/19/34,3,1930,Spring,March
32082,1934,13,12504,3/26/34,3,1930,Spring,March
36362,1934,14,12511,4/2/34,4,1930,Spring,April
33002,1934,15,12518,4/9/34,4,1930,Spring,April
30943,1934,16,12525,4/16/34,4,1930,Spring,April
31666,1934,17,12532,4/23/34,4,1930,Spring,April
31055,1934,18,12539,4/30/34,4,1930,Spring,April
32768,1934,19,12546,5/7/34,5,1930,Spring,May
29434,1934,20,12553,5/14/34,5,1930,Spring,May
25122,1934,21,12560,5/21/34,5,1930,Spring,May
24296,1934,22,12567,5/28/34,5,1930,Spring,May
21273,1934,23,12574,6/4/34,6,1930,Summer,June
17751,1934,24,12581,6/11/34,6,1930,Summer,June
12630,1934,25,12588,6/18/34,6,1930,Summer,June
10247,1934,26,12595,6/25/34,6,1930,Summer,June
6860,1934,27,12602,7/2/34,7,1930,Summer,July
5188,1934,28,12609,7/9/34,7,1930,Summer,July
4118,1934,29,12616,7/16/34,7,1930,Summer,July
2445,1934,30,12623,7/23/34,7,1930,Summer,July
2004,1934,31,12630,7/30/34,7,1930,Summer,July
1384,1934,32,12637,8/6/34,8,1930,Summer,August
1123,1934,33,12644,8/13/34,8,1930,Summer,August
815,1934,34,12651,8/20/34,8,1930,Summer,August
589,1934,35,12658,8/27/34,8,1930,Summer,August
587,1934,36,12665,9/3/34,9,1930,Autumn,September
678,1934,37,12672,9/10/34,9,1930,Autumn,September
569,1934,38,12679,9/17/34,9,1930,Autumn,September
748,1934,39,12686,9/24/34,9,1930,Autumn,September
1036,1934,40,12693,10/1/34,10,1930,Autumn,October
1031,1934,41,12700,10/8/34,10,1930,Autumn,October
1774,1934,42,12707,10/15/34,10,1930,Autumn,October
1912,1934,43,12714,10/22/34,10,1930,Autumn,October
2475,1934,44,12721,10/29/34,10,1930,Autumn,October
3003,1934,45,12728,11/5/34,11,1930,Autumn ,November
4015,1934,46,12735,11/12/34,11,1930,Autumn ,November
4996,1934,47,12742,11/19/34,11,1930,Autumn ,November
5208,1934,48,12749,11/26/34,11,1930,Autumn ,November
6939,1934,49,12756,12/3/34,12,1930,Winter,December
8371,1934,50,12763,12/10/34,12,1930,Winter,December
7907,1934,51,12770,12/17/34,12,1930,Winter,December
7703,1934,52,12777,12/24/34,12,1930,Winter,December
10322,1935,1,12784,12/31/34,12,1930,Winter,December
14952,1935,2,12791,1/7/35,1,1930,Winter,January
13651,1935,3,12798,1/14/35,1,1930,Winter,January
15782,1935,4,12805,1/21/35,1,1930,Winter,January
19031,1935,5,12812,1/28/35,1,1930,Winter,January
21268,1935,6,12819,2/4/35,2,1930,Winter,February
24477,1935,7,12826,2/11/35,2,1930,Winter,February
26841,1935,8,12833,2/18/35,2,1930,Winter,February
31371,1935,9,12840,2/25/35,2,1930,Winter,February
31522,1935,10,12847,3/4/35,3,1930,Spring,March
33695,1935,11,12854,3/11/35,3,1930,Spring,March
34556,1935,12,12861,3/18/35,3,1930,Spring,March
37919,1935,13,12868,3/25/35,3,1930,Spring,March
35976,1935,14,12875,4/1/35,4,1930,Spring,April
36515,1935,15,12882,4/8/35,4,1930,Spring,April
32046,1935,16,12889,4/15/35,4,1930,Spring,April
36013,1935,17,12896,4/22/35,4,1930,Spring,April
33879,1935,18,12903,4/29/35,4,1930,Spring,April
30896,1935,19,12910,5/6/35,5,1930,Spring,May
28603,1935,20,12917,5/13/35,5,1930,Spring,May
26239,1935,21,12924,5/20/35,5,1930,Spring,May
22065,1935,22,12931,5/27/35,5,1930,Spring,May
23449,1935,23,12938,6/3/35,6,1930,Summer,June
19498,1935,24,12945,6/10/35,6,1930,Summer,June
14825,1935,25,12952,6/17/35,6,1930,Summer,June
12045,1935,26,12959,6/24/35,6,1930,Summer,June
7708,1935,27,12966,7/1/35,7,1930,Summer,July
6896,1935,28,12973,7/8/35,7,1930,Summer,July
4681,1935,29,12980,7/15/35,7,1930,Summer,July
3333,1935,30,12987,7/22/35,7,1930,Summer,July
2226,1935,31,12994,7/29/35,7,1930,Summer,July
1336,1935,32,13001,8/5/35,8,1930,Summer,August
1046,1935,33,13008,8/12/35,8,1930,Summer,August
733,1935,34,13015,8/19/35,8,1930,Summer,August
692,1935,35,13022,8/26/35,8,1930,Summer,August
439,1935,36,13029,9/2/35,9,1930,Autumn,September
433,1935,37,13036,9/9/35,9,1930,Autumn,September
519,1935,38,13043,9/16/35,9,1930,Autumn,September
672,1935,39,13050,9/23/35,9,1930,Autumn,September
682,1935,40,13057,9/30/35,9,1930,Autumn,September
723,1935,41,13064,10/7/35,10,1930,Autumn,October
1012,1935,42,13071,10/14/35,10,1930,Autumn,October
1317,1935,43,13078,10/21/35,10,1930,Autumn,October
1461,1935,44,13085,10/28/35,10,1930,Autumn,October
1454,1935,45,13092,11/4/35,11,1930,Autumn ,November
1681,1935,46,13099,11/11/35,11,1930,Autumn ,November
2094,1935,47,13106,11/18/35,11,1930,Autumn ,November
1647,1935,48,13113,11/25/35,11,1930,Autumn ,November
2488,1935,49,13120,12/2/35,12,1930,Winter,December
3079,1935,50,13127,12/9/35,12,1930,Winter,December
2845,1935,51,13134,12/16/35,12,1930,Winter,December
2390,1935,52,13141,12/23/35,12,1930,Winter,December
3209,1936,1,13148,12/30/35,12,1930,Winter,December
5203,1936,2,13155,1/6/36,1,1930,Winter,January
4884,1936,3,13162,1/13/36,1,1930,Winter,January
5505,1936,4,13169,1/20/36,1,1930,Winter,January
6351,1936,5,13176,1/27/36,1,1930,Winter,January
6519,1936,6,13183,2/3/36,2,1930,Winter,February
7872,1936,7,13190,2/10/36,2,1930,Winter,February
8123,1936,8,13197,2/17/36,2,1930,Winter,February
10396,1936,9,13204,2/24/36,2,1930,Winter,February
11276,1936,10,13211,3/2/36,3,1930,Spring,March
11626,1936,11,13218,3/9/36,3,1930,Spring,March
10885,1936,12,13225,3/16/36,3,1930,Spring,March
13005,1936,13,13232,3/23/36,3,1930,Spring,March
12280,1936,14,13239,3/30/36,3,1930,Spring,March
11559,1936,15,13246,4/6/36,4,1930,Spring,April
12898,1936,16,13253,4/13/36,4,1930,Spring,April
13103,1936,17,13260,4/20/36,4,1930,Spring,April
13129,1936,18,13267,4/27/36,4,1930,Spring,April
13568,1936,19,13274,5/4/36,5,1930,Spring,May
12781,1936,20,13281,5/11/36,5,1930,Spring,May
12971,1936,21,13288,5/18/36,5,1930,Spring,May
11111,1936,22,13295,5/25/36,5,1930,Spring,May
11424,1936,23,13302,6/1/36,6,1930,Summer,June
9239,1936,24,13309,6/8/36,6,1930,Summer,June
7968,1936,25,13316,6/15/36,6,1930,Summer,June
6968,1936,26,13323,6/22/36,6,1930,Summer,June
5642,1936,27,13330,6/29/36,6,1930,Summer,June
3451,1936,28,13337,7/6/36,7,1930,Summer,July
2685,1936,29,13344,7/13/36,7,1930,Summer,July
1808,1936,30,13351,7/20/36,7,1930,Summer,July
1144,1936,31,13358,7/27/36,7,1930,Summer,July
851,1936,32,13365,8/3/36,8,1930,Summer,August
613,1936,33,13372,8/10/36,8,1930,Summer,August
488,1936,34,13379,8/17/36,8,1930,Summer,August
421,1936,35,13386,8/24/36,8,1930,Summer,August
339,1936,36,13393,8/31/36,8,1930,Summer,August
273,1936,37,13400,9/7/36,9,1930,Autumn,September
288,1936,38,13407,9/14/36,9,1930,Autumn,September
352,1936,39,13414,9/21/36,9,1930,Autumn,September
270,1936,40,13421,9/28/36,9,1930,Autumn,September
386,1936,41,13428,10/5/36,10,1930,Autumn,October
422,1936,42,13435,10/12/36,10,1930,Autumn,October
680,1936,43,13442,10/19/36,10,1930,Autumn,October
540,1936,44,13449,10/26/36,10,1930,Autumn,October
828,1936,45,13456,11/2/36,11,1930,Autumn ,November
789,1936,46,13463,11/9/36,11,1930,Autumn ,November
875,1936,47,13470,11/16/36,11,1930,Autumn ,November
985,1936,48,13477,11/23/36,11,1930,Autumn ,November
1495,1936,49,13484,11/30/36,11,1930,Autumn ,November
1586,1936,50,13491,12/7/36,12,1930,Winter,December
2451,1936,53,13512,12/28/36,12,1930,Winter,December
3956,1937,1,13519,1/4/37,1,1930,Winter,January
4287,1937,2,13526,1/11/37,1,1930,Winter,January
4359,1937,3,13533,1/18/37,1,1930,Winter,January
4139,1937,4,13540,1/25/37,1,1930,Winter,January
4930,1937,5,13547,2/1/37,2,1930,Winter,February
4512,1937,6,13554,2/8/37,2,1930,Winter,February
5546,1937,7,13561,2/15/37,2,1930,Winter,February
5886,1937,8,13568,2/22/37,2,1930,Winter,February
7342,1937,10,13582,3/8/37,3,1930,Spring,March
9246,1937,11,13589,3/15/37,3,1930,Spring,March
8759,1937,12,13596,3/22/37,3,1930,Spring,March
11041,1937,13,13603,3/29/37,3,1930,Spring,March
7620,1937,9,13575,3/1/37,3,1930,Spring,March
11001,1937,14,13610,4/5/37,4,1930,Spring,April
11430,1937,15,13617,4/12/37,4,1930,Spring,April
11630,1937,16,13624,4/19/37,4,1930,Spring,April
12176,1937,17,13631,4/26/37,4,1930,Spring,April
12293,1937,18,13638,5/3/37,5,1930,Spring,May
